no,w1,w2,w3,industry,scale,q1,q1b_1,q1b_2,q1b_3,q1b_4,q1b_5,q1b_6,q1b_7,q1b_8,q1b_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2b,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bb_5,q2bb_6,q2bb_7,q2bb_8,q2bb_9,q2bb_10,q3,q3a,q4,q4b_1,q4b_2,q4b_3,q4b_4,q4b_5,q4b_6,q4b_7,q4b_8,q4b_9,q4b_10,q5,q5a,q5b,q5c_1,q5c_2,q5c_3,q5c_4,q5c_5,q5c_6,q5c_7,q5c_8,q5c_9,q5d,q5e_1,q5e_2,q5e_3,q5e_4,q5e_5,q5e_6,q5e_7,q5e_8,q5e_9,q6,q6a_2,q6a_3,q6a_4,q6a_5,q6b,q6q6b,q7a,q7b,q7b_1,q7b_2,q7c,q7c_1,q7c_2,q7c_3,q8a0,q8a,q8b0,q8b,q8c0,q8c,q9,q9a2,q9a3,q10,q11,q11a1,q11b1,q11a2,q11b2,q11a3,q11b3,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q16,q16a,q16b_1,q16b_2,q16b_3,q16b_4,q16b_5,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17a_6,q17a_7,q17a_8,q17a_9,q18a,q18b,q18c,q18d,q18e,q18f,q19,q19a,q20_1,q20_2,q20_3,q21,q21a_1,q21a_2,q21a_3,q21a_4,q21a_5,q21a_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q23,q23a,q23b,q23c,q23ca,q23caa,q23cb,q24,q24a_1,q24a_2,q24a_3,q24a_4,q24a_5,q24a_6,q24a_7,q24a_8,q24a_9,q24a_10
BO26062,7.54761904761905,10.630985915493,106.30985915493,15,2,2,1,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,10,9,0,1,0,45,55,9,200,168,32,30580,25500,5080,0,2, ,1,7,2, ,3, ,1,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,3,2, ,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26063,7.54761904761905,10.630985915493,21.261971830986,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,5,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,2,0,2,0,0,52,54,9,217.5,168,49.5,32500,24300,7500,700,2, ,1,7,1,5,2,1, ,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,1,2,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26065,7.54761904761905,10.630985915493,53.154929577465,15,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,4,1,1,0,1,0,1,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,5,0,5,0,0,56,61,9.6,205.4,163.2,42.2,43001,28300,6701,8000,2, ,1,7,1,6,3, ,1,1,1,2,2500, , , , ,0,0,0,1,0,0,2,1,1,1,0,0,1,1,1,1,0,0,0,1,2,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,1,1,0,0,1,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26070,7.54761904761905,10.630985915493,127.571830985916,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,0,0,1,1,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,12,12,0,0,0,63,75,9,209,168,41,31238,25364,5874,0,2, ,1,7,2, ,1, , ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,0,0,2,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1, , , , , , ,2,0,0,0,0,0,1,1,0,1,0
BO26071,7.54761904761905,10.630985915493,180.726760563381,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,5,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,17,17,0,0,0,48,65,9,208,168,40,29360,24000,5360,0,2, ,2, ,2, ,3, ,1,1,1,2,2500, , , , ,0,1,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,2, ,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,0,0,0,0,0,0,1,0
BO26072,7.54761904761905,10.630985915493,255.143661971832,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,24,21,3,0,0,47,71,9,216,176,40,31520,24000,6020,1500,2, ,1,5,1,4,2,2, ,1,1,2,1700, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,2,0,1,0,0,0,0,0,1,0,1,2,1,2,2,1,1,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BO26073,7.54761904761905,10.630985915493,127.571830985916,15,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,12,9,3,0,0,66,78,9,198,168,30,29520,25500,4020,0,2, ,1,7,2, ,1, , ,1,1,2,2500, , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2,2, ,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26074,7.54761904761905,10.630985915493,201.988732394367,15,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,10,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,19,9,10,0,0,66,85,9,224,168,56,33315,24000,8103,1212,2, ,1,4,1,4,2,1, ,1,1,2,2500, , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,2,0,0,0,0,0,0,1,1,0,2,2,1,4,1,1,2, ,0,0,1,2,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO26075,7.54761904761905,10.630985915493,148.833802816902,15,2,2,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4,10,1,1,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,14,4,6,4,0,54,68,9,208,168,40,31388,24000,5788,1600,1,3,1,6,1,3,1, , ,1,1,2,3500, , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,0,0,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BO31680,7.66666666666667,7.40540540540541,170.324324324324,15,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,23,23,0,0,0,130,153,9,210.9,168,42.9,30208,24000,6208,0,2, ,1,2,2, ,1, , ,2,1,2,2500, , , , ,0,0,0,1,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,0,0,2,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BO31683,7.66666666666667,7.40540540540541,251.783783783784,15,3,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,1,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,1,0,0,0,0,0,34,34,0,0,0,161,195,9,209,168,41,30156,24000,6156,0,2, ,2, ,2, ,2,1, ,1,1,2,1930, , , , ,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,1,0,0,0,0
BO41688,3.16666666666667,3.7583081570997,120.26586102719,15,4,2,0,0,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,18,1,1,1,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,32,28,3,1,0,451,483,9,212.4,176,36.4,32782,26297,5485,1000,2, ,1,7,1,3,2,1, ,2,2, , ,1, , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,2,0,0,1,0,0,0,1,1,0,3,3,3,4,3,3,1,1,0,0,1,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1, , , , , , ,2,0,0,1,0,0,0,0,0,0,0
BO46082,3.16666666666667,3.7583081570997,184.157099697885,15,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,10,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,49,0,49,0,0,184,233,9,214,168,46,31000,24000,7000,0,1,7,1,7,1,2,2,1, ,1,2, , ,2,2000, , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BO46083,3.16666666666667,3.7583081570997,86.4410876132931,15,4,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,23,23,0,0,0,202,225,9,265,168,97,46108,25600,15112,5396,1,7,1,5,2, ,2,1, ,1,1,1, , , , , ,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,3,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,1,2,1,0,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BO56090,2,2.63676633444075,627.550387596899,15,5,2,0,0,1,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,80,1,1,1,1,0,0,0,0,0,0,0,1,3,2,0,0,1,0,1,0,0,1,0,30,0,0,0,0,0,0,0,0,0,238,0,238,0,0,700,938,9,237,168,69,36300,24000,10000,2300,1,7,2, ,1,2,2,1, ,1,1,2,2500, , , , ,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,4,3,3,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,1,0,0,0,0,0,0,1,0
BP11695,8.14,8.96138996138996,8.96138996138996,16,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,6,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,1, , ,1,1,2,2300, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2, ,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BP11699,8.14,8.96138996138996,26.8841698841699,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,3,0,0,3,0,20,23,9,184.1,168,16.1,28915,24000,2315,2600,1,7,1,7,1,6,2,1, ,1,1,2,2300, , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,1,1,0,2,3,3,3,3,3,2, ,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BP11700,8.14,8.96138996138996,17.9227799227799,16,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,10,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,1, , ,1,2, , ,2,1000, , ,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,2,2,3,1,2,1,1,0,2,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1, , , , , , ,2,0,0,0,0,0,0,0,0,1,0
BP11702,8.14,8.96138996138996,17.9227799227799,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,2,2,0,0,0,8,10,9,184.1,168,16.1,26315,24000,2315,0,2, ,1,6,2, ,1, , ,1,1,1, , , , , ,0,1,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,0,0,1,2,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1, , , , , , ,2,1,0,0,0,0,0,0,0,0,0
BP11705,8.14,8.96138996138996,35.8455598455598,16,1,2,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,12,9,216,168,48,30898,24000,6898,0,1,3,1,3,2, ,1, , ,1,1,2,2500, , , , ,0,0,1,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,4,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BP11706,8.14,8.96138996138996,44.8069498069498,16,1,2,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10,15,9,211,168,43,30090,24000,6090,0,2, ,1,6,2, ,3, ,1,2,1,2,2500, , , , ,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,4,2,3,2, ,1,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1, , , , , , ,2,1,0,1,1,0,0,0,0,0,0
BP11712,8.14,8.96138996138996,35.8455598455598,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,4,1,3,0,0,11,15,9,213,168,45,39530,24000,6530,9000,1,7,1,7,1,2,1, , ,1,1,2,2500, , , , ,1,0,0,0,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,2,0,0,0,0,1,1,0,0,0,0
BP11713,8.14,8.96138996138996,26.8841698841699,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,3,3,0,0,0,13,16,9,168,168,0,24000,24000,0,0,1,2,1,3,2, ,1, , ,2,1,1, , , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2, ,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BP11714,8.14,8.96138996138996,62.7297297297297,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,7,7,0,0,0,11,18,9,185,168,17,31608,26538,2500,2570,1,4,1,7,1,2,2,1, ,1,1,1, , , , , ,0,0,0,1,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,1,2,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BP11715,8.14,8.96138996138996,26.8841698841699,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,3,3,0,0,0,25,28,9,184.1,168,16.1,26315,24000,2315,0,1,4,1,7,2, ,2,1, ,1,1,2,3000, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2, ,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BP11716,8.14,8.96138996138996,35.8455598455598,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,4,4,0,0,0,16,20,9,214,168,46,30165,24000,6165,0,2, ,1,5,2, ,1, , ,1,2, , ,1, , , ,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2, ,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BP11718,8.14,8.96138996138996,62.7297297297297,16,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,1,0,0,0,0,1,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,7,0,2,5,0,14,21,9,189,168,21,29400,24000,2800,2600,1,5,1,5,2, ,1, , ,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,2,2,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,0,1,0,0,0,1,1,0
BP11720,8.14,8.96138996138996,62.7297297297297,16,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,7,3,1,3,0,21,28,9,189,168,21,26814,24000,2814,0,1,4,1,4,2, ,2,2, ,1,1,2,2500, , , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,1,1,1,0,0,2,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,2,0,0,0,0,1,0,0,0,0,0
BP11723,8.14,8.96138996138996,53.7683397683398,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,0,6,2,2,2,0,20,26,9,218,168,50,38250,29000,6650,2600,1,5,1,7,2, ,1, , ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,4,3,2,2, ,1,1,0,2,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1, , , , , , ,2,1,0,1,1,1,0,0,0,0,0
BP11724,8.14,8.96138996138996,53.7683397683398,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,6,2,4,0,0,17,23,9,208,168,40,30900,24000,6900,0,2, ,2, ,2, ,1, , ,1,1,2,1500, , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1, , , , , , ,2,0,0,0,0,0,0,0,0,1,0
BP11725,8.14,8.96138996138996,89.6138996138996,16,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,10,0,8,2,0,14,24,9,210,168,42,34300,24000,6300,4000,2, ,1,6,1,6,2,1, ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,0,1,0,0,0
BP11731,8.14,8.96138996138996,80.6525096525096,16,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,1,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,0,9,9,0,0,0,20,29,9,168,168,0,24000,24000,0,0,2, ,1,5,2, ,1, , ,1,1,2,2500, , , , ,0,0,0,1,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2, ,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,0,0,0,1,0,0,0,0
BP11732,8.14,8.96138996138996,53.7683397683398,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,1,0,1,0,0,0,0,0,6,0,0,6,0,18,24,9,214,168,46,31000,24000,7000,0,1,6,1,4,2, ,1, , ,1,2, , ,1, , , ,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,1,1,0,2,2,3,3,2,2,1,1,1,1,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1, , , , , , ,2,1,0,1,0,0,1,0,0,1,0
BP11733,8.14,8.96138996138996,89.6138996138996,16,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,10,2,8,0,0,19,29,9,168,168,0,24000,24000,0,0,2, ,1,4,2, ,3, ,1,1,1,1, , , , , ,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2, ,0,0,1,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1, , , , , , ,2,1,1,1,0,0,0,0,0,0,0
