no,w,t1,t2,t19,country,gender,age,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q1a_10,q1a_11,q1a_12,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q7,q8a,q8b,q8c,q8d,q8e,q9_0_1,q9_1_1,q9_2_1,q9_3_1,q10,q10a,q11,n12,q13,q13a_1_1,q13a_1_2,q13a,n14,n14a_1_1,n14a_2_1,n14b_1_1,n14b_1_2,q15,q15a_1_1,q15a_1_2,q15b,q15c_1,q15c_2,q15c_3,q15c_4,q151,q151a,q16,q16a,q17,q17a,q18,q18a_1,q18a_2,q18a_3,q18a_4,q18b,q19,q19a,q19b_1,q19b_3,q19b_4,q20a,q20b,q20c,q20d,q20e,q20f,q20g,q21a_1,q21a_2,q21b_1,q21b_2,q21c_1,q21c_2,q21d_1,q21d_2,q21e_1,q21e_2,q21f_1,q21f_2,q21g_1,q21g_2,q21h_1,q21h_2,q22,q22a,q22b_1,q22b_2,q22b_3,q22b_4,q22b_5,q22b_6,q22b_7,q22b_8,q22c,q22d,q23,q23a,q24_1,q24_2,q24_3,q25,q25a_1,q25a_2,q25a_3,q25a_4,q25a_5,q25a_6,q25a_7,q25a_8,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q26_7
B0622407,58.0170619268838,6,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,3,2,2,2,2,2,19768,17000,2268,500,4, ,1,1,1,2,0,2,1,7,22,4,0,3, , ,1,1,0,0,0,1, ,1,1,1,2,1,1,0,0,0,2,1, ,0,0,0,2,2,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,2,2,1,2,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
B0622409,58.0170619268838,6,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,1,0,0,0,3,2,2,1,2,1,18701,17000,1701,0,4, ,1,1,1,9,0,9,1,8,20,3,0,2,1,10,1,0,0,0,0,2,1,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
B0622410,48.655695776697,6,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,4,2,1,1,1,0,0,3,2,3,2,2,2,21835,17000,2835,2000,1, ,1,1,1,3,0,3,2,7,21,5,0,2,1,3.5,1,0,0,0,0,1, ,2, ,1,3,1,1,0,0,0,1,1, ,0,0,0,3,4,4,4,4,3,4,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,1,1,0,1,1,1,1,0,2,4,1,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
B0622411,48.655695776697,6,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,4,2,1,1,0,0,0,3,2,3,2,2,2,19768,17000,2268,500,2,1,1,2,2, , ,0,2,7,24,2,10,3, , ,1,1,1,0,0,1, ,2, ,3, ,1,1,0,0,0,1,1, ,0,0,0,3,3,2,3,3,2,2,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0
B0622413,58.0170619268838,6,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,3,2,2,3,2,1,25500,22000,3000,500,1, ,2,1,1,2,30,2.5,2,7,20,2,10,2,1,10,1,0,0,0,0,1, ,1,1,2, ,1,1,0,1,0,2,1, ,0,0,0,2,2,2,1,2,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
B0622419,48.655695776697,6,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3,2,3,2,2,2,19201,17000,1701,500,1, ,1,1,2, , ,0,2,9,20,2,30,2,1,11,1,0,0,0,0,1, ,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,2,2,4,3,2,2,2,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B0622422,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,4,2,1,1,0,0,0,3,2,3,2,2,1,18500,17000,0,1500,1, ,1,1,2, , ,0,2,7,20,2,10,1,4,12, ,0,0,0,0,1, ,2, ,1,2,1,1,1,1,0,2,1, ,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
B0622423,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,1,0,0,0,0,3,2,3,1,2,1,19268,17000,2268,0,1, ,1,1,1,4,0,4,2,7,22,4,0,3, , ,1,1,1,1,0,2,1,2, ,2, ,1,1,1,0,0,2,1, ,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,0,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
B0622424,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,1,2,0,1,0,0,0,3,2,3,2,2,1,19268,17000,2268,0,1, ,1,1,1,3,0,3,1,6.5,19,4,0,2,2,10,1,0,0,0,0,1, ,2, ,1,2,1,1,0,0,0,1,1, ,0,0,0,1,2,2,3,2,3,2,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,3,0,1,1,1,0,1,0,0,3,2,2, ,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
B0622426,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,3,2,1,0,0,0,0,3,2,3,2,2,1,19201,17000,1701,500,1, ,1,2,2, , ,0,2,7,24,2,10,2,1,10,1,0,0,0,0,1, ,1,1,3, ,1,0,0,1,0,1,2,1,1,0,0,2,2,2,2,2,2,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,0,0,0,1,1,1,0,3,2,2, ,0,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
B0622428,58.0170619268838,6,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,3,3,2,1,0,0,0,0,3,2,2,1,2,2,19201,17000,1701,500,1, ,2,1,2, , ,0,2,8,20,2,0,2,1,10,1,0,0,0,0,1, ,1,1,1,3,1,1,0,0,0,1,1, ,0,0,0,3,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,1,1,2,1,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
B0622429,58.0170619268838,6,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,0,1,0,0,0,3,2,2,2,2,1,17500,17000,0,500,1, ,1,1,2, , ,0,2,7,20,3,30,2,1,8,2,0,0,0,0,1, ,1,1,1,3,1,1,0,0,0,2,1, ,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
B0622430,49.2209976331012,6,3,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,1,0,0,0,0,0,3,2,4,1,2,2,18500,17000,0,1500,2,1,1,1,2, , ,0,1,7,22,2,10,2,1,1,2,0,0,0,0,1, ,1,1,2, ,1,1,0,0,0,1,2,2,0,0,0,2,1,1,2,1,2,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,4,1,1,0,0,0,0,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
B0622431,49.2209976331012,6,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,4,3,2,1,20268,17000,2268,1000,1, ,1,1,2, , ,0,2,6.5,19,4,30,3, , ,1,1,0,1,0,2,1,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,1,1,2,3,1,2,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
B0622432,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,1,0,0,0,0,3,2,3,2,2,1,19768,17000,2268,500,1, ,1,1,2, , ,0,2,7,19,1,0,3, , ,1,1,0,0,0,1, ,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,1,1,1,1,0,2,4,2, ,0,0,1,2,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0
B0622435,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,3,2,2,1,20335,17000,2835,500,1, ,1,1,1,10,0,10,1,8,20,4,0,2,3,8,1,0,0,0,0,2,1,1,1,3, ,1,1,0,1,0,2,2,1,1,0,0,1,1,2,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
B0622436,58.0170619268838,6,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,2,0,1,0,0,0,3,2,2,2,2,2,20768,17000,2268,1500,1, ,1,1,2, , ,0,2,7,20,2,10,3, , ,1,1,0,1,0,2,1,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,3,3,2,3,2,3,2,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,2,0,1,1,0,1,1,0,0,2,1,2, ,1,0,0,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
B0622438,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,0,0,0,0,3,2,3,3,2,1,21000,19000,0,2000,1, ,1,1,1,3,30,3.5,2,7,20,2,10,1,4,10, ,0,0,0,0,1, ,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,1,0,4,4,2, ,0,0,1,2,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0
B0622439,58.0170619268838,6,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,3,2,2,2,2,2,19500,17000,2500,0,1, ,1,1,1,6,0,6,2,8,21,1,0,2,1,2,1,0,0,0,0,1, ,2, ,2, ,1,1,1,1,0,1,1, ,0,0,0,3,2,2,3,2,3,2,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
B0626651,58.0170619268838,6,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,2,1,0,0,0,0,3,2,2,2,2,1,19201,17000,1701,500,1, ,1,1,1,0,30,.5,2,6,20,2,0,2,1,10,1,0,0,0,0,1, ,2, ,2, ,1,1,0,0,0,1,1, ,0,0,0,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
B0626653,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,3,2,2,1,17000,17000,0,0,1, ,1,1,1,4,0,4,1,8,18,1,0,1,4,8, ,0,0,0,0,2,1,1,1,1,2,1,1,1,0,0,2,1, ,0,0,0,2,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,0,3,1,1,1,1,0,0,2,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0
B0626654,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,2,1,0,0,0,0,3,2,3,1,2,1,19557,17257,2300,0,1, ,1,1,2, , ,0,2,6,21,3,30,3, , ,1,1,0,0,0,1, ,1,1,1,3,1,1,1,0,0,2,1, ,0,0,0,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
B0626656,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,1,0,0,0,0,0,3,2,3,2,2,1,19835,17000,2835,0,1, ,1,1,1,8,0,8,1,7.5,19.5,2,0,3, , ,1,1,1,0,0,1, ,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,2,0,1,0,0,0,0,1,0,3,1,2, ,0,0,1,2,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0
B0626659,48.655695776697,6,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,4,2,1,0,0,1,0,3,2,3,3,2,2,18701,17000,1701,0,1, ,1,1,2, , ,0,2,7,20,2,10,2,1,10,1,0,0,0,0,1, ,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,3,3,3,3,2,2,3,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
B0626660,48.655695776697,6,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,3,2,2,2,19768,17000,2268,500,1, ,1,1,1,2,10,2.166666667,2,6,19,1,0,2,1,1,1,0,0,0,0,1, ,2, ,3, ,1,1,0,1,0,2,1, ,0,0,0,3,2,3,3,2,3,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
B0626661,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,3,2,3,2,2,1,21832,17500,2332,2000,1, ,1,1,2, , ,0,2,7,20,3,30,3, , ,1,1,0,0,0,1, ,1,1,3, ,1,1,1,0,0,2,1, ,0,0,0,3,3,2,2,1,1,2,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,2,1,2, ,0,0,1,2,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0
B0626662,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,3,2,2,1,20150,19500,650,0,1, ,1,1,1,2.5,0,2.5,1,8,21,4,0,2,3,8.5,1,0,0,0,0,1, ,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
B0626663,58.0170619268838,6,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,3,2,2,2,2,1,22668,20000,2668,0,1, ,1,1,2, , ,0,2,7,20,2,10,3, , ,1,1,0,0,0,1, ,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
B0626666,58.0170619268838,6,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,4,2,1,0,1,1,0,3,2,2,2,2,1,22768,20000,2268,500,1, ,1,1,1,3,0,3,1,8,20,2,0,2,1,10,1,0,0,0,0,1, ,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,0,1,1,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B0626667,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,4,1,0,0,0,0,0,3,2,3,3,2,1,18134,17000,1134,0,1, ,2,1,2, , ,0,2,8,21,2,10,2,2,10,1,0,0,0,0,1, ,1,1,1,2,1,0,1,0,0,3,1, ,0,0,0,2,2,3,2,3,3,2,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,2,1,1,1,1,0,0,1,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
B0626669,58.0170619268838,6,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,6,2,1,1,0,0,0,3,2,2,3,2,1,19768,17000,2268,500,1, ,1,1,1,0,10,.166666667,2,6,19.5,1,30,3, , ,1,1,0,0,0,1, ,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,3,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
B0626670,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,3,2,3,2,2,1,21268,17000,2268,2000,1, ,1,1,1,4,0,4,2,7,20,2,10,2,1,10,1,0,0,0,0,1, ,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,1,1,2,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2, ,1,0,0,2,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0
B0626671,49.2209976331012,6,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,4,1,0,0,0,0,0,3,2,4,1,2,1,19768,17000,2268,500,1, ,1,1,2, , ,0,2,7,20,2,10,3, , ,1,0,1,1,0,2,1,1,2,1,2,1,1,1,0,0,1,1, ,0,0,0,1,2,3,1,3,1,2,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
B0626673,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,3,2,1,0,0,0,0,3,2,3,2,2,1,19835,17000,2835,0,1, ,1,1,1,0,30,.5,2,8,20,4,0,2,1,10,1,0,0,0,0,2,1,2, ,3, ,1,1,0,0,0,1,1, ,0,0,0,3,2,1,2,1,2,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,2,1,1,1,1,0,0,1,0,1,4,2, ,1,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
B0626674,48.655695776697,6,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,2,1,0,0,1,0,3,2,3,2,2,2,19201,17000,1701,500,1, ,1,1,1,4,30,4.5,2,6,19,2,10,2,1,10,1,0,0,0,0,2,1,1,1,1,2,1,1,1,0,0,2,1, ,0,0,0,4,4,3,4,3,3,4,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,3,4,2, ,0,0,1,2,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0
B0626676,48.655695776697,6,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,3,2,3,2,2,2,18950,17000,1950,0,2,1,1,1,1,3,0,3,2,7,20,4,0,2,1,10,1,0,0,0,0,2,1,2, ,3, ,1,1,0,1,0,1,1, ,0,0,0,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,1,1,0,0,0,3,4,2, ,0,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
B0626677,49.2209976331012,6,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3,2,4,2,2,1,19268,17000,2268,0,1, ,1,1,2, , ,0,2,6,17.5,1,0,3, , ,1,1,0,0,0,1, ,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
B0626678,58.0170619268838,6,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,1,0,0,0,0,0,1,2,2,3,2,1,19268,17000,2268,0,3,1,1,1,2, , ,0,2,7,21,4,30,2,1,6,1,0,0,0,0,1, ,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
B0626679,49.2209976331012,6,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,0,0,0,0,3,2,4,2,2,1,19268,17000,2268,0,1, ,1,1,1,2,0,2,2,7,19,2,0,3, , ,1,0,0,1,0,2,1,2, ,3, ,1,1,1,0,0,1,1, ,0,0,0,3,3,3,3,2,3,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,2,0,1,0,0,0,0,1,0,1,4,1,2,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
B0626680,48.655695776697,6,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,3,2,1,0,0,0,0,3,2,3,2,2,2,19912,17568,2344,0,2,1,1,1,1,2,0,2,2,8,18,3,30,3, , ,1,0,1,1,1,2,1,2, ,3, ,1,1,0,0,0,1,1, ,0,0,0,4,3,3,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,1,1,0,0,2,4,2, ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
B0626681,48.655695776697,6,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3,2,1,1,1,1,0,3,2,3,2,2,1,19835,17000,2835,0,2,2,2,1,1,1,0,1,2,6,18,2,0,3, , ,1,1,0,0,0,1, ,2, ,3, ,1,1,1,0,0,2,2,1,1,0,0,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,4,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
B0626682,49.2209976331012,6,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,3,2,4,2,2,1,19268,17000,2268,0,1, ,1,1,2, , ,0,2,7,20,2,10,2,1,10,1,0,0,0,0,1, ,1,1,3, ,1,1,0,1,0,2,1, ,0,0,0,2,2,2,2,2,2,2,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,2,1,1,0,0,0,0,0,0,1,1,2, ,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
