no,w,county,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2a_10,q2a_11,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a,q10,q11,q11a_1,q11a_2,q11a_3,q12,q12a2,q12b,q12c_1,q12c_2,q12c_3,q12c_4,q121,q121a,q13,q13a_1,q13a_2,q14,q14a_1,q14a_2,q14b_1,q14b_2,q15,q15a,q16,q16a,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17b_1,q17b_2,q17b_3,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22_1,q22_2,q22_3,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25,q25b,q25ba,q25baa,q25baao,q25bb
332051,52.91867064,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,2,3,2,1,1,1, ,1,18701,17000,1701,0,2,12,1,0,0,0,0,1, ,1,2,0,2,7,8,3,10,1,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,2,1,1, , , 
332100,53.83029914,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,21000,18000,3000,0,2,14,1,0,0,0,0,1, ,2, , ,2,8,10,2,0,1,1,3, ,1,1,1,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
332252,49.776931,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,3,2,1,1, ,1,18701,17000,1701,0,2,28,1,0,0,0,0,1, ,2, , ,2,7,9,2,50,1,1,3, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
332492,49.61372938,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,1,2,1,1,1, ,1,18701,17000,1701,0,2,12,1,0,0,0,0,1, ,1,0,24,2,7,7,3,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,1,2,1,0,1,0,1,0,0,0,2,4,2, ,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
332641,50.48651349,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,0,1,2,4,3,1,1,1, ,1,26930,24130,2800,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,8,2,40,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
332772,53.2302111,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,22268,17000,2268,3000,2,12,1,0,0,0,0,1, ,1,1,12,2,7,8,3,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,2,3, , , , 
332813,51.08402265,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,4,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,6,8,3,30,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,1,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
332850,51.91834965,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,21268,17000,2268,2000,3, ,1,1,0,1,0,2,1,2, , ,2,7,8,4,0,1,2,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1, , , , , 
333073,50.8106561,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,19268,17000,2268,0,2,13,1,0,0,0,0,2,1,2, , ,2,7,8,4,0,1,1,3, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,3,1,1,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,1,1,0,0,1,1,0,0,0,1,0,1, , , , , 
333172,41.08005356,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,3,2,4,1,3,1,1,20000,17000,3000,0,2,12,1,0,0,0,0,1, ,2, , ,2,7,7,2,30,1,2,1,1,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,1,3,1,2, ,1,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,1, , , , , 
333222,52.91867064,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,1,2,3,1,1,1,1, ,1,23600,23000,0,600,1,4, ,0,0,0,0,1, ,1,2,0,1,7,10,2,0,1,2,1,1,1,1,0,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,1,0,2,4,1,2,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
333431,46.75245978,5,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,1,0,0,0,0,1,2,1,2,1,1,1, ,2,19268,17000,2268,0,2,12,1,0,0,0,0,1, ,2, , ,2,7,8,2,20,1,2,1,3,1,1,0,0,1,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2, , , ,2
333537,52.58108011,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,1,0,0,0,0,0,1,2,4,2,1,1,2,1,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,7.5,4,30,1,4,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,2,3,3,2,2,2,1,1,0,0,1,0,1,1,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
333637,6.776852582,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,1,0,0,0,0,1,1,2,1,1,1,1, ,1,20000,20000,0,0,1,16, ,0,0,0,0,1, ,1,8,10,2,8,4,2,0,2, ,1,2,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,1,2,2,1,3,2,1,3,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1, , , , , 
333650,89.84485265,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,2,3,1,4,1,1, ,1,28000,22000,3000,3000,2,15,1,0,0,0,0,1, ,1,1,30,1,6,9,1.5,0,1,1,2, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,4,3,3,3,3,4,3,1,3,0,1,1,1,0,0,0,0,3,2,2, ,1,0,0,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1, , , , , 
333884,50.90251998,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,0,0,0,0,1,2,3,1,1,1,1, ,1,19268,17000,2268,0,2,4,1,0,0,0,0,2,1,1,1,0,2,7.5,10,3,0,2, ,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,1,1,2,1,2,1,1,3,1,1,0,0,1,0,0,0,4,1,2, ,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
334238,50.90251998,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,18134,17000,1134,0,2,13,1,0,0,0,0,1, ,1,0,52,2,8,10,4,30,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
334344,53.36167925,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0,0,1,2,4,2,1,2,1, ,1,20500,18500,2000,0,3, ,1,1,0,0,0,1, ,2, , ,1,7,10,2,50,2, ,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,1,0,1,0,0,2,4,2, ,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1, , , , , 
334377,51.02196324,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,20268,17000,2268,1000,3, ,1,1,0,0,0,1, ,1,0,30,2,6,8,1.5,0,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1, , , , , 
334382,49.17738088,5,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,3,2,1,0,0,0,0,1,2,3,1,1,1,1, ,1,18701,17000,1701,0,2,2,1,0,0,0,0,2,1,1,0,15,2,6,8.5,2,0,1,1,3, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,3,0,0,1,0,1,1,0,0,1,2,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
334423,53.28101787,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,0,0,0,0,1,2,4,1,1,1,1, ,1,18701,17000,1701,0,2,4,1,0,0,0,0,2,1,1,0,15,2,5,9,1.5,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,1,1,0,0,0,2,1,1,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
334467,50.9298838,10,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,23804,20469,2835,500,3, ,1,1,0,0,0,1, ,2, , ,2,7,10,2,40,1,2,1,1,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,0,1,1,0,0,1,1,0,1,0,0,0,1, , , , , 
334883,52.91867064,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,2,1,0,0,0,0,1,2,3,1,1,2,1, ,1,19000,17000,2000,0,3, ,1,1,0,0,0,1, ,2, , ,2,6,8,2,0,2, ,3, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
334910,51.13262462,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,1,2,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,6.5,8,3,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,1,3,1,0,1,1,0,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
335112,82.88649993,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,3,2,4,1,1, ,1,19500,17000,2268,232,3, ,1,1,0,0,0,1, ,1,1,0,2,6,8,2.5,0,2, ,3, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
335218,49.29277608,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,2,1,0,0,0,0,1,2,2,2,1,2,1, ,1,19268,17000,2268,0,3, ,1,0,1,1,0,2,1,1,1,0,2,6,9,2,30,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,3,1,0,0,0,0,0,0,0,2,2,2, ,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
335364,7.025053545,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,4,1,1,1,4, ,1,22000,21500,0,500,1,12, ,0,0,0,0,1, ,1,8,0,2,8,5,3,0,2, ,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,1,1,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1, , , , , 
335807,64.10490147,18,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,3,2,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,20526,17526,3000,0,3, ,1,1,0,0,0,1, ,1,2,0,1,6,9,3,0,1,2,1,1,1,1,0,0,1,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,4,3,3,2,3,3,1,3,0,0,1,1,1,0,0,0,2,4,2, ,0,0,1,2,1,1,0,0,0,1,1,0,0,1,1,0,0,1, , , , , 
335976,53.70428152,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,1,0,0,1, ,1,1,0,2,8,11,3,0,2, ,3, ,1,1,0,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1, , , , , 
336059,55.19346646,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,3,2,1,1,1,0,0,1,2,2,2,1,1,1, ,1,19500,17000,2268,232,2,12,1,0,0,0,0,2,1,1,1,12,2,9,11.5,1.5,0,1,1,3, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,0,0,0,1,0,0,0,0,1,2,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
336129,51.8314485,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,18701,17000,1701,0,2,3,1,0,0,0,0,2,1,1,0,20,2,6.5,7,2.5,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
336139,13.10030938,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,4,1,2,1,1, ,2,25000,21500,3000,500,3, ,1,0,1,0,0,1, ,2, , ,2,8,5,1,30,2, ,1,2,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,0,0,0,0,1,1,1,0,0,0,1, , , , , 
336347,55.06425765,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,1,0,0,0,0,1,2,3,2,1,1,1, ,1,21000,17000,3000,1000,3, ,1,1,0,0,0,1, ,1,1,0,2,6,9,1.5,0,2, ,3, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,3,2,2,1,2,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
336549,52.91867064,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,1,0,0,0,0,1,2,3,1,1,1,1, ,1,18500,18000,0,500,1,12, ,0,0,0,0,1, ,1,12,0,2,10,10,3,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
336578,51.05614038,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,2,0,1,0,0,0,1,2,1,2,1,1,1, ,1,19268,17000,2268,0,2,1,1,0,0,0,0,1, ,1,8,0,2,8,8,2,50,1,2,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,5,3,2,4,1,5,3,1,1,1,0,1,1,0,0,0,0,2,1,2, ,1,0,0,2,0,1,1,1,0,0,1,0,1,0,1,0,0,1, , , , , 
336604,7.133124164,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,0,0,1,0,2,1,1,2,26,2,7,8,2,50,1,1,1,2,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
336742,117.6802663,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,2,1,0,0,0,0,0,1,2,2,1,4,2,1, ,3,19400,17000,2400,0,3, ,1,1,0,0,0,1, ,2, , ,2,6,6,3,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,1,2,1,3,0,0,1,1,0,0,1,0,1,4,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1, , , 
336874,54.93715506,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,1,0,0,0,0,1,2,3,1,1,1,1, ,1,19510,17000,2510,0,3, ,1,0,0,1,0,2,1,2, , ,2,7,6,1,30,1,1,1,2,1,1,0,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,3,3,3,2,3,3,1,1,0,1,0,0,0,1,1,0,2,4,1,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
336938,49.29277608,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,20268,17000,2268,1000,3, ,1,0,0,1,0,2,1,1,0,30,2,6,10,2,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
337055,50.90251998,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,2,1,1,0,0,0,1,2,3,1,1,1,1, ,1,18134,17000,1134,0,2,1,1,0,0,0,0,1, ,1,2,0,2,7,10,2,50,1,2,1,1,1,1,0,0,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1, , , , , 
337070,40.45817843,10,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,3,3,2,2,1, ,2,19268,17000,2268,0,1,10, ,0,0,0,0,1, ,2, , ,2,8,6,4,0,2, ,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,3,2,3,3,2,1,3,1,0,1,1,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
337261,49.17738088,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,1,0,0,0,0,1,2,3,1,1,2,1, ,1,18134,17000,1134,0,2,6,1,0,0,0,0,2,1,1,0,30,2,6,6,1,30,2, ,2, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1, , , 
337308,60.5155399,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,1,0,0,0,0,0,1,2,4,2,2,1,1, ,1,20000,17000,2268,732,3, ,1,1,0,0,0,1, ,1,1,0,2,6,9,1.5,0,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
337533,51.44259972,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,1,0,0,0,0,1,2,3,1,1,1,1, ,1,21268,17000,2268,2000,3, ,1,0,1,0,0,1, ,1,0,30,2,8,7,3,0,2, ,2, ,1,1,1,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3, , , , 
337538,59.75663106,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2,1,0,0,0,0,0,1,2,3,3,2,1,1, ,2,20000,17000,3000,0,2,11.5,1,0,0,0,0,1, ,1,3,30,1,7,6.5,2,30,2, ,2, ,1,1,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,3,3,3,3,2,1,3,1,1,1,0,0,0,1,1,0,0,2,1,1,2,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1, , , , , 
337742,165.8952121,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,2,4,1,1, ,1,20000,17000,2268,732,1,12, ,0,0,0,0,1, ,1,1,36,2,8,10,1.5,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,3,3,2,2,2,1,3,0,1,1,1,0,0,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1, , , , , 
337782,50.48651349,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,0,0,1,0,0,1,2,4,2,1,1,1, ,1,20000,17000,2000,1000,2,8,1,0,0,0,0,1, ,1,0,30,2,8,10,2,30,1,1,2, ,1,1,0,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
338025,55.19346646,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,1,0,0,0,0,0,1,2,2,2,1,1,1, ,1,24398,20130,2268,2000,2,12,1,0,0,0,0,1, ,1,0,24,2,8,8,4,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,3,3,3,2,3,1,1,1,0,1,1,0,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1, , , 
