no,w,j1,j2,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q2,q3,q4,q4a_1,q4a_2,q4a_3,q4a_4,q5,q5a_1,q5a_2,q5a_3,q5a_4,q5a_5,q5a_6,q5a_7,q5a_8,q5a_9,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q6a_6,q6a_7,q6a_8,q6a_9,q6a_10,q6a_11,q7,q8a,q8b,q8c,q8d,q8e,nq9a_1,nq9a_2,nq9b_1,nq9b_2,nq10a,nq10ab,q10b,nq10bb,q11,q11a2,q11a3,q12,q13a,q13ab,nq13b,q14,q15,nq15a,nq15b,q16,q16a,q17,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19,q19a,q20_1,q20_2,q20_3,q20_4,q20_5,q20_6,q20_7,q21,q21a,q21b_1,q21b_2,q21b_3,q21b_4,q21b_5,q21b_6,q21b_7,q21b_8,q21c,q21d,q22,q22a,q23,q23a_1,q23a_2,q24,q24a_1,q24a_2,q24a_3,q24a_4,q24a_5,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q25_8
305726,49.375,5,1,1,1,1,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6,8,3,30,20000,2668,1, ,1, , ,1,2,1,12,1,1,0,48,1,1,3,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
305735,51.9903846153846,4,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,8.5,10,4,0,20000,2668,1, ,1, , ,2,2,1,12,1,1,2,0,2, ,2,1, , , , , , , , , ,2, ,3,3,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
306079,50.5268817204301,2,1,1,1,1,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,7,9,4,0,23000,1000,1, ,2,1, ,1,2,1,12,1,1,6,0,1,1,1,1, , , , , , , , , ,1,2,2,1,1,1,1,2,1,1,3,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
306157,52.3703703703704,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,1,2,8,8,4,0,20000,3335,1, ,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,4,4,3,4,3,4,4,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
306206,5.14285714285714,12,1,1,1,1,1,0,0,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,1,7,9,3,30,20000,2668,2,3000,1, , ,1,2,1,8,1,1,3,30,1,1,2,1, , , , , , , , , ,1,2,2,3,3,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
306522,48.3818181818182,10,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,2,8,8,3,0,25000,2668,2,3600,1, , ,1,2,1,12,1,1,2,0,1,1,3,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,1,1,0,1,1,1,0,0,0,0,1,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,0,0,0
306714,51.9903846153846,4,1,1,0,1,0,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6,7,4,30,20000,2668,2,2000,1, , ,1,2,1,12,1,1,2,0,1,1,3,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,1,0,1,0,3,1,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
306748,53.032,3,1,1,1,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,7,8,3,30,20000,3335,2,2000,1, , ,2,2,1,12,1,1,3,30,1,1,1,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
306988,53.032,3,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,7,6,2,30,21700,3335,2,6000,1, , ,1,5,1, ,1,1,1,0,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,2,1,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
307138,51.9903846153846,4,1,0,1,1,1,0,0,4,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,1,1,0,1,2,2,1,1,2,6.5,8.5,4,30,20000,3335,1, ,1, , ,1,5,1, ,1,2, , ,2, ,3,1, , , , , , , , , ,1,2,4,3,2,4,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
307764,4.72727272727273,21,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,8,6,2,30,23000,3335,1, ,1, , ,1,5,1, ,1,1,2,30,1,1,3,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
307869,52.084388185654,2,1,1,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,8,10,3,0,20000,2668,1, ,2,2, ,3,3,1,12,1,1,3,0,1,1,3,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
307988,51.1052631578947,9,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,1,7,8,3,30,20000,3335,2,30000,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
308454,40.1,15,1,1,1,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,2,3,1,1,2,6,7,3,0,23500,2668,2,5000,1, , ,2,2,1,24,1,1,2,0,1,1,1,1, , , , , , , , , ,1,2,3,3,3,4,2,2,3,1,2,0,0,1,1,1,0,0,0,1,1,2, ,3,0,0, ,0,0,0,0,0,0,1,1,1,0,0,0,0
308514,50.7951807228916,8,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,8,7,2,0,20000,3800,1, ,1, , ,1,2,1,8,1,1,2,0,1,1,2,1, , , , , , , , , ,2, ,2,2,2,3,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
308515,52.3703703703704,1,1,1,0,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,1,1,8,8,3,30,20000,0,1, ,1, , ,1,1, ,16,1,1,4,0,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,1,0,0,0,1,1,0,1,0,2,1,2, ,2,0,0, ,0,0,0,0,0,1,0,1,1,0,0,0,0
309083,3.5,12,1,0,1,1,0,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,0,1,1,0,1,1,2,2,1,2,8,8,3,0,23666,1334,2,0,1, , ,1,3,1,24,2,2, , ,2, ,2,1, , , , , , , , , ,1,2,2,3,3,3,2,3,3,1,4,1,0,0,1,0,1,0,0,1,4,1,3,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1
309189,44.1714285714286,3,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,1,8,10,2,0,21500,2668,2,6000,1, , ,1,2,1,10,1,2, , ,1,2,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
309299,52.3703703703704,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,7,10,2,30,20000,2668,2,2000,1, , ,1,3,1,12,1,1,2,30,1,1,2,1, , , , , , , , , ,2, ,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
309325,52.3703703703704,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,6.5,10,3,0,20000,3335,2,4000,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
309488,49.375,5,1,1,1,1,0,1,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,8,7,3,0,22000,3335,2,5000,1, , ,1,5,1, ,1,1,0,30,1,1,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
309531,48.3818181818182,10,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,1,7,8,1,30,21332,2668,2,11000,1, , ,1,2,1,15,1,1,1,36,1,2,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
309660,54.3766233766234,13,1,1,1,0,1,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,1,2,4,1,1,2,7,8.5,3,0,20000,3335,1, ,2,1, ,3,2,1,12,1,1,1,18,2, ,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
309747,49.375,5,1,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,6,6,2,0,20000,2668,2,1000,1, , ,1,3,1,12,1,1,0,30,1,2,1,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
309934,45.4805194805195,1,1,1,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1,8,7,2,0,22000,3335,2,0,1, , ,2,5,1, ,1,2, , ,1,2,3,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,4,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,0,0,0
310013,16.2,3,1,1,1,1,1,0,0,1,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,1,7,6.5,1,30,20000,0,2,25000,1, , ,1,1, ,12,1,1,1,30,1,1,2,1, , , , , , , , , ,2, ,2,2,1,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
310118,50.5714285714286,11,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7.5,9,2,0,20000,3335,2,4000,2,1, ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
310248,52.3703703703704,1,1,1,1,1,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,8,1,0,20000,3335,2,2000,1, , ,1,5,1, ,1,1,1,0,1,1,2,1, , , , , , , , , ,2, ,2,2,2,3,2,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
310363,52.3703703703704,1,1,1,0,1,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6.5,10,1,30,20000,2668,2,0,1, , ,1,2,1,12,1,1,1,42,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
310371,54.0909090909091,20,1,1,1,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,6,9,3,0,20000,2668,2,2000,1, , ,1,2,1,8,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,3,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
310511,48.3818181818182,10,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,1,7,7,2,0,21500,2668,2,3600,1, , ,1,4,1,12,1,1,1,0,1,1,1,1, , , , , , , , , ,2, ,1,1,1,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
310711,52.3703703703704,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6,10,3,0,20000,2668,2,3000,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0
310812,51.9903846153846,4,1,1,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,1,0,0,1,2,2,1,1,1,6,10.5,4,30,20000,2668,2,10000,4, , ,1,2,1,12,2,2, , ,1,1,3,1, , , , , , , , , ,2, ,3,3,3,3,3,2,4,1,3,0,0,0,1,1,1,0,0,4,2,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
310942,51.9903846153846,4,1,1,1,1,1,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7,9,3,30,20000,2668,1, ,3, ,1,1,2,1,12,1,1,3,30,1,1,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
310977,52.3703703703704,1,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,3,2,1,2,7.5,7.5,2,30,23000,0,2,5000,1, , ,1,1, ,4,1,1,0,32,1,1,1,1, , , , , , , , , ,1,2,1,1,1,2,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,2, ,1,1,0,2,1,0,0,1,0,1,1,1,1,1,1,0,0
311206,54.3766233766234,13,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6.5,8,3,0,20000,0,2,10000,1, , ,1,1, ,13.5,1,1,1,21,1,1,2,1, , , , , , , , , ,1,2,1,1,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,1,2,0,0,0,0,1,0,1,1,1,1,0,0,0
311232,51.9903846153846,4,1,1,1,1,1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,7,8,3,0,21500,3335,2,4000,1, , ,1,5,1, ,1,1,2,0,1,1,2,1, , , , , , , , , ,1,2,5,5,3,4,5,5,4,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1
311406,49.375,5,1,1,1,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,8,8,3,0,22000,2600,2,0,1, , ,1,1, ,8,1,1,3,0,2, ,3,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
311492,40.1,15,1,1,1,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,8,9,4,0,20000,3335,2,5000,1, , ,1,5,1, ,1,1,1,30,1,1,3,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,0,1,1,1,0,0,0
311832,51.4490566037736,6,1,1,1,1,1,0,0,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,6.5,12,2,0,20000,2668,2,1600,1, , ,1,2,1,12,1,1,1,30,1,1,1,1, , , , , , , , , ,1,2,2,3,3,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0
312048,2.5,16,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,7,8,3,0,20000,3335,2,2500,4, , ,1,3,1,12,1,1,4,0,1,1,3,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
312057,36.7058823529412,21,1,1,0,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6,8,2,0,24000,3500,2,0,1, , ,3,2,1,9,1,1,2,0,1,1,3,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
312256,52.084388185654,2,1,1,1,1,1,1,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7,8,1,30,20000,3335,2,30000,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,1,2,2,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
312285,50.7951807228916,8,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,7,3,30,20000,3335,2,7000,1, , ,1,5,1, ,2,2, , ,1,1,2,1, , , , , , , , , ,2, ,1,2,1,3,2,3,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
312303,51.5909090909091,6,1,1,0,1,0,0,0,2,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,2,2,2,2,1,7,8,3,0,20000,2001,2,17669,2,1, ,1,3,1,24,1,1,3,0,1,2,1,2,1, , ,1, , , , , ,1,2,1,2,2,1,2,1,2,1,2,1,0,1,0,1,0,0,0,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
312360,50.5714285714286,11,1,1,1,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7,8,1,30,20000,2668,2,2000,1, , ,1,5,1, ,1,1,2,0,1,1,1,1, , , , , , , , , ,1,2,2,1,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
312521,50.7951807228916,8,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,2,3,1,1,1,6,8,3,0,20000,2850,2,7000,1, , ,1,2,1,12,1,1,3,0,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
312593,55.8658536585366,14,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,6,8,3,0,23636,3335,2,38000,1, , ,1,2,1,12,1,1,4,0,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,3,1,0,0,1,1,0,0,0,2,1,2, ,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0
313154,50.7951807228916,8,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,1,1,8,8,4,0,20000,3335,2,3000,1, , ,1,5,1, ,1,2, , ,2, ,1,1, , , , , , , , , ,2, ,2,2,3,3,2,2,2,1,1,0,1,0,0,1,1,0,0,1,1,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
313221,52.084388185654,2,1,1,1,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6,7,3,0,20000,3335,2,0,1, , ,1,2,1,11,1,1,3,0,2, ,2,1, , , , , , , , , ,2, ,2,2,2,2,1,2,2,1,3,0,0,1,1,0,1,0,0,1,1,1,1,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
313301,52.084388185654,2,1,1,0,1,1,0,0,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,8,8,4,0,21500,3335,2,0,1, , ,1,5,1, ,1,2, , ,1,2,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,2,2,1,1,2,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
313314,52.084388185654,2,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7,8,3,30,20000,2001,2,17000,1, , ,1,2,1,12,1,1,1,48,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1
313366,50.6818181818182,12,1,1,1,1,1,1,0,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6,7.5,1,30,20000,3335,2,550,1, , ,1,2,1,4,1,1,0,45,2, ,2,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
313438,51.9903846153846,4,1,1,1,0,1,1,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7,8,3,0,25000,3335,2,6000,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0
313493,47.0714285714286,17,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,8,9,3,0,20000,3335,2,20000,1, , ,3,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
313586,36.3333333333333,12,1,1,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,8,8,3,0,22000,3335,2,20000,2,2, ,2,2,1,24,1,1,2,0,2, ,3,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,2,1,1,0,0,0,1,1,1,1,1,0,0,0
313620,51.9903846153846,4,1,1,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,7,7,3,30,24132,2668,2,2000,4, , ,1,5,1, ,1,1,4,30,1,1,3,1, , , , , , , , , ,2, ,2,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1
